Long Code Stop;Stop;Municipality;Country;Didoc Code;Coordonnées;Actif
CVIN03;Gare Cornavin;GENÈVE;CH;8587057;46.210541, 6.141494;Y
CVIN04;Gare Cornavin;GENÈVE;CH;8587057;46.209904, 6.141483;Y
CHOR00;Centre Horticole;JUSSY;CH;8592960;46.224216, 6.250117;Y
CVIN09;Gare Cornavin;GENÈVE;CH;8587057;46.208996, 6.139769;Y
CVIN10;Gare Cornavin;GENÈVE;CH;8587057;46.209656, 6.141788;Y
CHPR00;Chemin des Princes;COLLONGE-BELLERIVE;CH;8592731;46.233074, 6.201969;Y
CVIN18;Gare Cornavin;GENÈVE;CH;8587057;46.208878, 6.140199;Y
CHSE00;Challex-Eglise;CHALLEX;FR;1401651;46.18309, 5.976753;Y
CHVD00;Chevry, Route de Flies;CHEVRY;FR;1402496;46.278931, 6.034878;Y
CVUE00;Claire-Vue;LANCY;CH;8592980;46.195313, 6.122708;Y
CHVO01;Ferney-Château;FERNEY-VOLTAIRE;FR;1401735;46.258862, 6.107073;Y
CVUE01;Claire-Vue;LANCY;CH;8592980;46.195732, 6.121791;Y
CHVR00;Chevrier;CHOULEX;CH;8587382;46.22052, 6.224975;Y
CHVR01;Chevrier;CHOULEX;CH;8587382;46.22113, 6.224624;Y
CING00;Camping Bois-de-Bay;SATIGNY;CH;8593093;46.200043, 6.064989;Y
CIRQ00;Cirque;GENÈVE;CH;8592804;46.200779, 6.140016;Y
CYDN00;Chancy-Douane;CHANCY;CH;8587477;46.144417, 5.965557;Y
CIRQ04;Cirque;GENÈVE;CH;8592804;46.201313, 6.139952;Y
CYDN01;Chancy-Douane;CHANCY;CH;8587477;46.144638, 5.965952;Y
CYMA00;Cologny-Mairie;COLOGNY;CH;8587385;46.219296, 6.185185;Y
CYMA01;Cologny-Mairie;COLOGNY;CH;8587385;46.219284, 6.184991;Y
CIVI00;Corsier-Village;CORSIER;CH;8587053;46.263035, 6.223742;Y
CLAP00;Place Claparède;GENÈVE;CH;8592805;46.195484, 6.150689;Y
CLAP01;Place Claparède;GENÈVE;CH;8592805;46.196423, 6.150433;Y
CYPR00;Cyprès;THÔNEX;CH;8593110;46.186306, 6.196086;Y
CYTE00;Cologny-Temple;COLOGNY;CH;8592752;46.216084, 6.181281;Y
CYUS00;Chancy-Usine;CHANCY;CH;8592690;46.156658, 5.981034;Y
CLDR01;Calandrini;CHÊNE-BOUGERIES;CH;8592692;46.183105, 6.177793;Y
CLGE00;Collonge;COLLONGE-BELLERIVE;CH;8587045;46.25436, 6.205297;Y
DADT01;Dardagny-Route de Malval;DARDAGNY;CH;8508036;46.199837, 5.984803;Y
DARD00;Dardagny-Château;DARDAGNY;CH;8587055;46.19463, 5.994762;Y
CLIG00;Lignon-Cité;VERNIER;CH;8593154;46.203712, 6.097939;Y
DB00;Dépôt Bachet;LANCY;CH;;46.175346, 6.131608;Y
CLJO01;Prévessin-Collège Le Joran;PRÉVESSIN-MOËNS;FR;1401778;46.255718, 6.072441;Y
CLLY00;Choully;SATIGNY;CH;8587415;46.22261, 6.027503;Y
DEHA01;De Haller;CHÊNE-BOURG;CH;8592707;46.19978, 6.196867;Y
DELC00;Délices;GENÈVE;CH;8592816;46.205418, 6.131975;Y
CLNO00;Choully-Nord;SATIGNY;CH;8508093;46.22477, 6.03035;Y
DELC01;Délices;GENÈVE;CH;8592816;46.205334, 6.13225;Y
CLYS00;Chemin des Clys;BELLEVUE;CH;8592645;46.249954, 6.130219;Y
CLYS01;Chemin des Clys;BELLEVUE;CH;8592645;46.250366, 6.130222;Y
CMAR00;Camille-Martin;GENÈVE;CH;8592797;46.206295, 6.117584;Y
CMOL00;Clos du Môlan;COLOGNY;CH;8592743;46.205349, 6.183368;Y
CMRE00;Communes-Réunies;PLAN-LES-OUATES;CH;8593057;46.171272, 6.123678;Y
CMRE01;Communes-Réunies;PLAN-LES-OUATES;CH;8593057;46.171066, 6.123034;Y
DOLE00;Dôle;GENÈVE;CH;8592818;46.208862, 6.13153;Y
COBI00;Colombières;VERSOIX;CH;8593184;46.279598, 6.162218;Y
COCE00;Chêne-Bougeries, Conches-école;CHÊNE-BOUGERIES;CH;8510678;46.189148, 6.177847;Y
COCE01;Chêne-Bougeries, Conches-école;CHÊNE-BOUGERIES;CH;8510678;46.189137, 6.177796;Y
COCU01;Cocuaz;VANDOEUVRES;CH;8593128;46.211197, 6.207299;Y
DRIZ00;Drize;VEYRIER;CH;8595139;46.169605, 6.140357;Y
COLE00;Collège du Léman;VERSOIX;CH;8595665;46.29081, 6.156063;Y
COLE01;Collège du Léman;VERSOIX;CH;8595665;46.2906, 6.156353;Y
DWES01;De-Westerweller;VANDOEUVRES;CH;8593130;46.212383, 6.211354;Y
COLO04;Colovrex;BELLEVUE;CH;8587048;46.256184, 6.134492;Y
COLX01;Ferney-Levant;FERNEY-VOLTAIRE;FR;1401738;46.260536, 6.115061;Y
ECOG00;Ecogia;VERSOIX;CH;8593185;46.291908, 6.154064;Y
ECOG01;Ecogia;VERSOIX;CH;8593185;46.291775, 6.154197;Y
CONF00;Confignon-Mairie;CONFIGNON;CH;8587051;46.173538, 6.084616;Y
EDVA01;Vallet;ONEX;CH;8593031;46.184925, 6.091082;Y
COPS01;Compesières;BARDONNEX;CH;8587050;46.1516, 6.122378;Y
CORB01;Corbillettes;LE GRAND-SACONNEX;CH;8592939;46.225086, 6.11158;Y
CORD00;Concorde;GENÈVE;CH;8595018;46.205544, 6.114388;Y
CORE00;Corbière;CHALLEX;FR;1401652;46.179234, 5.97648;Y
EPIN02;Epinettes;GENÈVE;CH;8592822;46.190704, 6.136733;Y
COTR00;Au Contour;PLAN-LES-OUATES;CH;8593051;46.162331, 6.102361;Y
COUT01;Coutance;GENÈVE;CH;8592812;46.207619, 6.142212;Y
ESRT00;Les Esserts;LANCY;CH;8587418;46.18803, 6.112611;Y
CPEL00;La Chapelle;PLAN-LES-OUATES;CH;8593060;46.171146, 6.135374;Y
CPEL02;La Chapelle;PLAN-LES-OUATES;CH;8593060;46.170189, 6.135203;Y
ESTR00;Essertines;DARDAGNY;CH;8592766;46.205219, 5.987185;Y
ESTR01;Essertines;DARDAGNY;CH;8592766;46.205219, 5.987199;Y
ETOI02;Lancy-Pont-Rouge-Gare/Etoile;CAROUGE;CH;8592679;46.187588, 6.126936;Y
CPOI00;Compois;MEINIER;CH;8592999;46.239609, 6.235545;Y
CRBS00;Courbes;ANIÈRES;CH;8592623;46.28104, 6.227375;Y
CRBS01;Courbes;ANIÈRES;CH;8592623;46.280621, 6.22693;Y
FALQ00;Falquets;COLOGNY;CH;8592744;46.213215, 6.186517;Y
CRCH00;Croix-en-Champagne;CARTIGNY;CH;8592684;46.172222, 6.033637;Y
FAVR02;Place Favre;CHÊNE-BOURG;CH;8592713;46.195568, 6.193026;Y
CRCO03;Confignon-Croisée;CONFIGNON;CH;8587386;46.178036, 6.08857;Y
CRCO04;Confignon-Croisée;CONFIGNON;CH;8587386;46.178329, 6.088253;Y
CREN00;CO Renard;VERNIER;CH;8593147;46.196281, 6.09391;Y
CRGE02;Carouge-Rondeau;CAROUGE;CH;8587437;46.179375, 6.139063;Y
CRGE04;Carouge-Rondeau;CAROUGE;CH;8587437;46.180744, 6.13824;Y
FEMA01;Ferney-Mairie;FERNEY-VOLTAIRE;FR;1400679;46.255814, 6.108315;Y
CRIG01;Chemin du Righi;COLOGNY;CH;8592742;46.215973, 6.176268;Y
FEMA04;Ferney-Mairie;FERNEY-VOLTAIRE;FR;1400679;46.257004, 6.106833;Y
FEPO01;Ferney, Poterie;FERNEY-VOLTAIRE;FR;1401736;46.252361, 6.116634;Y
CRMV00;Cartigny-Moulin-de-Vert;CARTIGNY;CH;8592687;46.175102, 6.022023;Y
FESA01;Ferme Sarasin;LE GRAND-SACONNEX;CH;8592942;46.2327, 6.121883;Y
CRNR00;Cornière;PUPLINGE;CH;8593083;46.208374, 6.240756;Y
CROA01;Crozet, Avouzon;CROZET;FR;1402494;46.283108, 6.026219;Y
FILI01;Fillion;CAROUGE;CH;8592673;46.177872, 6.145185;Y
CROR00;Crozet, Rond-Point Cabine;CROZET;FR;1402493;46.283108, 6.019613;Y
CROR01;Crozet, Rond-Point Cabine;CROZET;FR;1402493;46.283127, 6.019729;Y
CRTE01;Crête;VANDOEUVRES;CH;8593129;46.217834, 6.210557;Y
FLLH00;Flies, Le Haut;CROZET;FR;1402495;46.277962, 6.031503;Y
FLRI00;Florissant;GENÈVE;CH;8592824;46.197258, 6.153821;Y
FLRI01;Florissant;GENÈVE;CH;8592824;46.196693, 6.153808;Y
FOAN01;Anières-Foyer;ANIÈRES;CH;8592761;46.271725, 6.23294;Y
FONT03;Fontenette;CAROUGE;CH;8592674;46.186272, 6.146644;Y
CTGY00;Cartigny-Village;CARTIGNY;CH;8587038;46.172951, 6.019968;Y
FORU00;Forumeyrin;MEYRIN;CH;8593010;46.230961, 6.080724;Y
CVER01;Chemin Vert;VEYRIER;CH;8593194;46.173607, 6.140585;Y
CVIN00;Gare Cornavin;GENÈVE;CH;8587057;46.209896, 6.142624;Y
FRET00;Fret;LE GRAND-SACONNEX;CH;8592943;46.238251, 6.118222;Y
CVIN06;Gare Cornavin;GENÈVE;CH;8587057;46.2094, 6.142338;Y
FRET01;Fret;LE GRAND-SACONNEX;CH;8592943;46.238304, 6.1187;Y
CVIN14;Gare Cornavin;GENÈVE;CH;8587057;46.210411, 6.14361;Y
FRRE02;Bois-des-Frères;VERNIER;CH;8593144;46.21175, 6.104673;Y
CVRN01;Chevrens;ANIÈRES;CH;8595016;46.283916, 6.238678;Y
CXAB06;Croix d'Ambilly;AMBILLY;FR;1400019;46.192444, 6.222918;Y
CXEC00;Collex-Ecole;COLLEX-BOSSY;CH;8592720;46.272205, 6.125234;Y
CXEC01;Collex-Ecole;COLLEX-BOSSY;CH;8592720;46.272137, 6.125196;Y
CXEC03;Collex-Ecole;COLLEX-BOSSY;CH;8592720;46.271664, 6.125983;Y
CYCM00;Cessy-Côte du Moralay;CESSY;FR;1401684;46.318005, 6.071513;Y
GAEV03;Genève-Eaux-Vives-Gare;GENÈVE;CH;8592829;46.200108, 6.164754;Y
CYNT01;Cessy-Centre;CESSY;FR;1401678;46.31422, 6.066518;Y
CYPR01;Cyprès;THÔNEX;CH;8593110;46.186718, 6.196867;Y
GAIN00;Gaillardin;CHALLEX;FR;1401655;46.176582, 5.985993;Y
CYSD00;Cessy-Saint-Denis;CESSY;FR;1401682;46.318768, 6.069987;Y
GAIU00;La Gabiule;COLLONGE-BELLERIVE;CH;8592726;46.260033, 6.21255;Y
CYVI00;Chancy-Village;CHANCY;CH;8587040;46.150169, 5.969803;Y
CZDN01;Croix-de-Rozon-Douane;BARDONNEX;CH;8587070;46.144066, 6.137432;Y
CZPL01;Croix-de-Rozon-Place;BARDONNEX;CH;8592640;46.145607, 6.136502;Y
GAUT00;Gautier;GENÈVE;CH;8592830;46.213581, 6.150572;Y
DELC03;Délices;GENÈVE;CH;8592816;46.205242, 6.131837;Y
GAUT01;Gautier;GENÈVE;CH;8592830;46.213467, 6.150367;Y
GAVA01;Gavard;CAROUGE;CH;8592667;46.185772, 6.135828;Y
DJ00;Dépôt Jonction;GENÈVE;CH;;46.201183, 6.125897;Y
DLAY02;Delay;VERNIER;CH;8593156;46.217743, 6.078693;Y
GCHH00;Genève-Champel-Gare/Hôpital;GENÈVE;CH;8592898;46.192642, 6.150458;Y
DLAY03;Delay;VERNIER;CH;8593156;46.218338, 6.079295;Y
GCHH02;Genève-Champel-Gare/Hôpital;GENÈVE;CH;8592898;46.193165, 6.150549;Y
DOLE01;Dôle;GENÈVE;CH;8592818;46.208691, 6.131547;Y
GCLB01;Grange-Collomb;CAROUGE;CH;8592675;46.175667, 6.138232;Y
GDLA01;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.182125, 6.120695;Y
GDON00;Grand-Donzel;VEYRIER;CH;8593198;46.17263, 6.165123;Y
GEBE00;Genthod-Bellevue-Gare;GENTHOD;CH;8587065;46.257046, 6.152954;Y
GEBE01;Genthod-Bellevue-Gare;GENTHOD;CH;8587065;46.256985, 6.153358;Y
GEVB01;Genève-Eaux-Vives-Gare/Bloch;GENÈVE;CH;8592865;46.203007, 6.166267;Y
GFAQ01;Grange-Falquet;CHÊNE-BOUGERIES;CH;8592706;46.198372, 6.185395;Y
GLAI00;Galaise;PLAN-LES-OUATES;CH;8593059;46.163677, 6.10607;Y
GLAI01;Galaise;PLAN-LES-OUATES;CH;8593059;46.163624, 6.106537;Y
EAUM00;Eaumorte-Hameau;AVULLY;CH;8592634;46.163227, 6.018771;Y
GLOU00;Galeries du Loup;ONEX;CH;8593033;46.185242, 6.101281;Y
ECU00;Ecu;VERNIER;CH;8593157;46.209942, 6.105301;Y
ECU01;Ecu;VERNIER;CH;8593157;46.209839, 6.10529;Y
GPRE01;Grand-Pré;GENÈVE;CH;8592832;46.216305, 6.130302;Y
GRAN02;Grangettes;CHÊNE-BOUGERIES;CH;8592694;46.198578, 6.182527;Y
EGRU00;Eglise Russe;GENÈVE;CH;8592820;46.198418, 6.152757;Y
GRCA00;Grand-Cara;PRESINGE;CH;8593081;46.212296, 6.25179;Y
EMED00;Ecole-de-Médecine;GENÈVE;CH;8592819;46.197617, 6.13925;Y
GRES00;Grésy;PUPLINGE;CH;8593085;46.208363, 6.230403;Y
GROT00;Grottes;GENÈVE;CH;8592834;46.21233, 6.137978;Y
GROT01;Grottes;GENÈVE;CH;8592834;46.212982, 6.137496;Y
ESRT01;Les Esserts;LANCY;CH;8587418;46.188183, 6.113437;Y
ESRT03;Les Esserts;LANCY;CH;8587418;46.188606, 6.113452;Y
ESRT04;Les Esserts;LANCY;CH;8587418;46.188282, 6.114652;Y
ESRT05;Les Esserts;LANCY;CH;8587418;46.188774, 6.112244;Y
GRVI01;Meyrin-Gravière;MEYRIN;CH;8594961;46.236568, 6.081712;Y
ESRT06;Les Esserts;LANCY;CH;8587418;46.189201, 6.112143;Y
GRVI04;Meyrin-Gravière;MEYRIN;CH;8594961;46.237068, 6.081804;Y
GRVI06;Meyrin-Gravière;MEYRIN;CH;8594961;46.236401, 6.082715;Y
GSAC01;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233833, 6.123204;Y
GSMA00;Grand-Saconnex-Mairie;LE GRAND-SACONNEX;CH;8592947;46.236217, 6.126323;Y
GSMO00;Grand-Saconnex, Morillons;LE GRAND-SACONNEX;CH;8511665;46.230438, 6.130683;Y
GSON00;Graveson;THÔNEX;CH;8593112;46.193268, 6.200631;Y
ETAN01;Etang-Place;VERNIER;CH;8508108;46.216557, 6.104568;Y
GSON01;Graveson;THÔNEX;CH;8593112;46.193245, 6.200929;Y
ETCB01;Etang-Casa Bamba;VERNIER;CH;8508109;46.218807, 6.102686;Y
GTCH01;Genthod-Chênes;GENTHOD;CH;8510220;46.264862, 6.148255;Y
ETOI00;Lancy-Pont-Rouge-Gare/Etoile;CAROUGE;CH;8592679;46.187084, 6.127869;Y
GTOR01;Genthod-Centre ornithologique;GENTHOD;CH;8510221;46.264526, 6.146278;Y
GVRI00;Genévrière;ONEX;CH;8593034;46.179825, 6.109016;Y
GXGC00;Gex-Charpak;GEX;FR;1401755;46.335541, 6.06711;Y
FAVR00;Place Favre;CHÊNE-BOURG;CH;8592713;46.195415, 6.192472;Y
FAVR99;Place Favre;CHÊNE-BOURG;CH;8592713;46.195724, 6.191635;Y
FEMA05;Ferney-Mairie;FERNEY-VOLTAIRE;FR;1400679;46.25703, 6.10691;Y
FENE01;La Fenêtre;GENÈVE;CH;8592847;46.230087, 6.13863;Y
FEUL00;Feuillat;BARDONNEX;CH;8592642;46.148666, 6.112534;Y
FEUL01;Feuillat;BARDONNEX;CH;8592642;46.148621, 6.112224;Y
HERM02;Hermance-Village;HERMANCE;CH;8587067;46.3008, 6.24377;Y
FLCE00;Florence;GENÈVE;CH;8592823;46.194118, 6.172084;Y
HOPI00;Hôpital;GENÈVE;CH;8592837;46.195026, 6.148808;Y
FLCE01;Florence;GENÈVE;CH;8592823;46.194099, 6.171877;Y
HTAI00;Saint-Genis-Hautains;SAINT-GENIS-POUILLY;FR;1401790;46.244556, 6.026414;Y
HTAI01;Saint-Genis-Hautains;SAINT-GENIS-POUILLY;FR;1401790;46.24419, 6.026334;Y
FOES00;Fontanettes;CHALLEX;FR;1401654;46.181057, 5.982415;Y
HTCH01;Hôpital Trois-Chêne;THÔNEX;CH;8593113;46.209122, 6.215069;Y
FOES01;Fontanettes;CHALLEX;FR;1401654;46.180752, 5.982527;Y
HTCH02;Hôpital Trois-Chêne;THÔNEX;CH;8593113;46.208576, 6.214084;Y
FOLN00;Foulon;PERLY-CERTOUX;CH;8593044;46.155563, 6.084246;Y
FOLN01;Foulon;PERLY-CERTOUX;CH;8593044;46.155464, 6.083847;Y
FONT01;Fontenette;CAROUGE;CH;8592674;46.185352, 6.145371;Y
FONT02;Fontenette;CAROUGE;CH;8592674;46.186165, 6.146479;Y
FOSA02;Fossard;THÔNEX;CH;8593111;46.18457, 6.191386;Y
ISAM00;Mercier;GENÈVE;CH;8592841;46.206852, 6.13903;Y
FRAN01;Franchises;GENÈVE;CH;8592826;46.213291, 6.119293;Y
JADA01;Musée d'art et d'histoire;GENÈVE;CH;8592851;46.199413, 6.150699;Y
FRDI00;Fraidieu;COLOGNY;CH;8592745;46.221027, 6.188036;Y
FRDI01;Fraidieu;COLOGNY;CH;8592745;46.221001, 6.187855;Y
JALP05;Jardin-Alpin-Vivarium;MEYRIN;CH;8593015;46.226082, 6.082505;Y
FRMI01;Saint-Genis-Mitterrand;SAINT-GENIS-POUILLY;FR;1401792;46.250332, 6.029261;Y
FRRE00;Bois-des-Frères;VERNIER;CH;8593144;46.212563, 6.104874;Y
JARB02;Jardin Botanique;GENÈVE;CH;8592843;46.222836, 6.148772;Y
JBRT01;Berthet;CONFIGNON;CH;8592757;46.183235, 6.09093;Y
GAEV00;Genève-Eaux-Vives-Gare;GENÈVE;CH;8592829;46.200474, 6.165614;Y
JJAC00;Jean-Jacques;GENÈVE;CH;8592844;46.204391, 6.125055;Y
JMON00;Saint-Genis-Jean Monnet;SAINT-GENIS-POUILLY;FR;1401031;46.244862, 6.022841;Y
GAIN01;Gaillardin;CHALLEX;FR;1401655;46.17886, 5.984429;Y
GAIU01;La Gabiule;COLLONGE-BELLERIVE;CH;8592726;46.259926, 6.21237;Y
JOCT01;Jonction;GENÈVE;CH;8587062;46.201046, 6.129981;Y
JPSA00;De-Sauvage;VERNIER;CH;8593161;46.214085, 6.102646;Y
GCAN01;Grange-Canal;CHÊNE-BOUGERIES;CH;8592833;46.199684, 6.174417;Y
JUBE00;Jussy-Bellebouche;JUSSY;CH;8592959;46.237698, 6.276657;Y
GCHG00;Genève-Champel-Gare;GENÈVE;CH;8592886;46.191795, 6.152783;Y
GCHG01;Genève-Champel-Gare;GENÈVE;CH;8592886;46.192249, 6.153252;Y
JUMR01;Jussy-Meurets;JUSSY;CH;8587068;46.236515, 6.272096;Y
GCHH01;Genève-Champel-Gare/Hôpital;GENÈVE;CH;8592898;46.193344, 6.151917;Y
GCHN02;Gros-Chêne;ONEX;CH;8593035;46.190048, 6.103288;Y
GCHP01;Genève-Champel-Gare/Peschier;GENÈVE;CH;8592878;46.194141, 6.153104;Y
JUPL01;Jussy-Place;JUSSY;CH;8592968;46.234962, 6.264455;Y
GCLB00;Grange-Collomb;CAROUGE;CH;8592675;46.175652, 6.138089;Y
GCLB02;Grange-Collomb;CAROUGE;CH;8592675;46.175652, 6.138077;Y
GCMP00;Grand-Champ;VERNIER;CH;8593159;46.202713, 6.101318;Y
GCMP01;Grand-Champ;VERNIER;CH;8593159;46.202507, 6.101401;Y
GDON01;Grand-Donzel;VEYRIER;CH;8593198;46.172707, 6.165614;Y
JURE00;Jurets;CHOULEX;CH;8595226;46.218391, 6.232072;Y
JURE01;Jurets;CHOULEX;CH;8595226;46.218399, 6.231892;Y
GEVB00;Genève-Eaux-Vives-Gare/Bloch;GENÈVE;CH;8592865;46.203068, 6.166122;Y
JVUY01;Vüy;VEYRIER;CH;8592676;46.176487, 6.147718;Y
KRIG00;Krieg;GENÈVE;CH;8592846;46.193768, 6.160731;Y
GLOU01;Galeries du Loup;ONEX;CH;8593033;46.185204, 6.101385;Y
LACH01;La Chêna;GY;CH;8592955;46.249859, 6.254783;Y
GOUL00;Goulart;GENÈVE;CH;8592831;46.207642, 6.141499;Y
GPRE02;Grand-Pré;GENÈVE;CH;8592832;46.216404, 6.131077;Y
LADA02;La Dame;COLLONGE-BELLERIVE;CH;8592735;46.251236, 6.219465;Y
GRAN00;Grangettes;CHÊNE-BOUGERIES;CH;8592694;46.198837, 6.180603;Y
LADM00;Landecy-La Mûre;BARDONNEX;CH;8595013;46.142456, 6.133057;Y
GRCA01;Grand-Cara;PRESINGE;CH;8593081;46.212238, 6.251545;Y
GRDL00;Chêne-Bougeries, Gradelle;CHÊNE-BOUGERIES;CH;8587384;46.205368, 6.178703;Y
GRDL03;Chêne-Bougeries, Gradelle;CHÊNE-BOUGERIES;CH;8587384;46.206078, 6.179399;Y
LAMA00;Lancy-Mairie;LANCY;CH;8587902;46.183933, 6.121661;Y
LAPR01;Lancy-Pont-Rouge-Gare;LANCY;CH;8589098;46.188042, 6.124646;Y
LAPR04;Lancy-Pont-Rouge-Gare;LANCY;CH;8589098;46.188221, 6.124317;Y
LAPR05;Lancy-Pont-Rouge-Gare;LANCY;CH;8589098;46.188423, 6.124144;Y
GRVI00;Meyrin-Gravière;MEYRIN;CH;8594961;46.236454, 6.081702;Y
LAVC01;L'Avenir-Croisée;PRESINGE;CH;8595227;46.217899, 6.237281;Y
GSAC00;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233799, 6.12349;Y
LAVI01;Laconnex-Village;LACONNEX;CH;8587074;46.155956, 6.036503;Y
GSAC02;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233894, 6.124096;Y
GSAC03;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233013, 6.123483;Y
LBUR00;Burgy;LANCY;CH;8592985;46.180477, 6.113016;Y
LBUR01;Burgy;LANCY;CH;8592985;46.180614, 6.113284;Y
GSMA01;Grand-Saconnex-Mairie;LE GRAND-SACONNEX;CH;8592947;46.236134, 6.126117;Y
LCRE01;Les Crêts;TROINEX;CH;8588801;46.165371, 6.146868;Y
GSMA02;Grand-Saconnex-Mairie;LE GRAND-SACONNEX;CH;8592947;46.235954, 6.12721;Y
GSMO01;Grand-Saconnex, Morillons;LE GRAND-SACONNEX;CH;8511665;46.230827, 6.131411;Y
GSON02;Graveson;THÔNEX;CH;8593112;46.193298, 6.199995;Y
LERO02;Le Rolliet;PLAN-LES-OUATES;CH;8592984;46.171211, 6.107724;Y
LERO03;Le Rolliet;PLAN-LES-OUATES;CH;8592984;46.172001, 6.110023;Y
GSON99;Graveson;THÔNEX;CH;8593112;46.193783, 6.199297;Y
GSTP00;Grand-Saconnex-Temple;LE GRAND-SACONNEX;CH;8508099;46.234455, 6.127596;Y
LHCY00;Cessy-Les Hauts;CESSY;FR;1401679;46.325409, 6.064846;Y
GSTP01;Grand-Saconnex-Temple;LE GRAND-SACONNEX;CH;8508099;46.234879, 6.128053;Y
LIBE00;Libellules;VERNIER;CH;8593162;46.208752, 6.107481;Y
LIBE01;Libellules;VERNIER;CH;8593162;46.208591, 6.107627;Y
LMLD01;Les Maladières;SATIGNY;CH;8593096;46.223259, 6.059062;Y
GTVI00;Genthod-Village;GENTHOD;CH;8587064;46.264866, 6.155597;Y
GXAI00;Gex-L'Aiglette;GEX;FR;1401756;46.338017, 6.073282;Y
LOCH01;En Louche;PERLY-CERTOUX;CH;8593047;46.157658, 6.095924;Y
GXPO00;Gex-Centre;GEX;FR;1400719;46.331879, 6.059552;Y
LOCH03;En Louche;PERLY-CERTOUX;CH;8593047;46.158276, 6.097722;Y
LOLA00;Loëx-Lanance;BERNEX;CH;8592655;46.199001, 6.083335;Y
LOUR00;La Loure;JUSSY;CH;8592964;46.235321, 6.260597;Y
LOVR01;Loveré;VANDOEUVRES;CH;8593134;46.209175, 6.201643;Y
HACH00;Bernex, Chèvres;BERNEX;CH;8592654;46.19968, 6.076308;Y
HAMA01;Prévessin-Hauts de Magny;PRÉVESSIN-MOËNS;FR;1401779;46.25481, 6.087121;Y
LUCH00;Bernex-Luchepelet;BERNEX;CH;8508130;46.178288, 6.072737;Y
LUCH03;Bernex-Luchepelet;BERNEX;CH;8508130;46.177929, 6.073044;Y
LULI01;Lullier;JUSSY;CH;8507428;46.227455, 6.256398;Y
LULY04;Lully-Croisée;BERNEX;CH;8587076;46.163067, 6.0722;Y
HERM00;Hermance-Village;HERMANCE;CH;8587067;46.300991, 6.244104;Y
LULY05;Lully-Croisée;BERNEX;CH;8587076;46.163013, 6.071527;Y
HERM01;Hermance-Village;HERMANCE;CH;8587067;46.300285, 6.243937;Y
LUME00;Les Mévaux;JUSSY;CH;8507422;46.229988, 6.265482;Y
LUME01;Les Mévaux;JUSSY;CH;8507422;46.229908, 6.265548;Y
LUPL01;Lullier-Plantais;JUSSY;CH;8507426;46.229858, 6.259626;Y
LYON01;Lyon;GENÈVE;CH;8592850;46.210152, 6.137888;Y
HTCH00;Hôpital Trois-Chêne;THÔNEX;CH;8593113;46.209053, 6.214643;Y
HTCH03;Hôpital Trois-Chêne;THÔNEX;CH;8593113;46.208115, 6.214198;Y
HTOU00;Hôpital de La Tour;MEYRIN;CH;8593013;46.230339, 6.066946;Y
HTOU02;Hôpital de La Tour;MEYRIN;CH;8593013;46.229084, 6.066641;Y
MACH03;Machéry;LE GRAND-SACONNEX;CH;8592946;46.244019, 6.12878;Y
ICC01;ICC;MEYRIN;CH;8593014;46.226349, 6.101411;Y
INTR00;Intercontinental;GENÈVE;CH;8592840;46.224808, 6.133429;Y
MAHA00;Malval-Hameau;DARDAGNY;CH;8592771;46.211002, 5.9893;Y
INTR01;Intercontinental;GENÈVE;CH;8592840;46.223782, 6.134853;Y
MAIL00;Maillard;MEYRIN;CH;8595026;46.228504, 6.065217;Y
MALG00;Meyrin, Marais-Long;MEYRIN;CH;8511626;46.236511, 6.089805;Y
ISAM01;Mercier;GENÈVE;CH;8592841;46.206528, 6.139944;Y
ISAM02;Mercier;GENÈVE;CH;8592841;46.20723, 6.139525;Y
MAPA01;Maison de la Paix;GENÈVE;CH;8592825;46.220001, 6.145792;Y
MARB01;Les Marbriers;LANCY;CH;8592997;46.196484, 6.117666;Y
JALP01;Jardin-Alpin-Vivarium;MEYRIN;CH;8593015;46.225632, 6.083865;Y
MASS01;Massettes;LE GRAND-SACONNEX;CH;8592948;46.223309, 6.114073;Y
JALP04;Jardin-Alpin-Vivarium;MEYRIN;CH;8593015;46.22673, 6.082736;Y
MATE01;Maternité-Pédiatrie;GENÈVE;CH;8592853;46.191315, 6.146032;Y
MATG00;Mategnin;MEYRIN;CH;8594946;46.240166, 6.086952;Y
JARB00;Jardin Botanique;GENÈVE;CH;8592843;46.223286, 6.147568;Y
MATG01;Mategnin;MEYRIN;CH;8594946;46.240841, 6.088271;Y
MATH00;Thônex-Mairie;THÔNEX;CH;8593117;46.188087, 6.198365;Y
JJAC01;Jean-Jacques;GENÈVE;CH;8592844;46.204334, 6.125289;Y
MAZE00;Mazettes;VANDOEUVRES;CH;8593135;46.214287, 6.215096;Y
JMEL00;Jumelles;THÔNEX;CH;8593114;46.207813, 6.218221;Y
MCON00;Maconnex-Arcades;ORNEX;FR;1402569;46.285492, 6.085722;Y
JMEL01;Jumelles;THÔNEX;CH;8593114;46.207619, 6.218355;Y
